Date,daily_Deaths,daily_Confirmed
2021-01-18,38.0,1278
2021-01-19,37.0,1641
2021-01-20,37.0,1486
2021-01-21,28.0,1230
2021-01-22,32.0,1355
2021-01-23,33.0,1158
2021-01-24,32.0,875
2021-01-25,34.0,885
2021-01-26,36.0,970
2021-01-27,38.0,996
2021-01-28,37.0,994
2021-01-29,37.0,944
2021-01-30,35.0,846
2021-01-31,35.0,716
2021-02-01,30.0,766
2021-02-02,37.0,984
2021-02-03,34.0,886
2021-02-04,24.0,789
2021-02-05,31.0,616
2021-02-06,23.0,836
2021-02-07,25.0,574
2021-02-08,22.0,478
2021-02-09,24.0,744
2021-02-10,29.0,695
2021-02-11,26.0,760
2021-02-12,21.0,491
2021-02-13,20.0,543
2021-02-14,24.0,479
2021-02-15,21.0,332
2021-02-16,22.0,625
2021-02-17,24.0,484
2021-02-18,26.0,480
2021-02-19,22.0,440
2021-02-20,18.0,474
2021-02-21,18.0,411
2021-02-22,19.0,412
2021-02-23,21.0,452
2021-02-24,21.0,542
2021-02-25,15.0,613
2021-02-26,21.0,578
2021-02-27,21.0,518
2021-02-28,21.0,453
2021-03-01,18.0,478
2021-03-02,14.0,566
2021-03-03,17.0,539
2021-03-04,14.0,560
2021-03-05,12.0,519
2021-03-06,10.0,592
2021-03-07,12.0,576
2021-03-08,19.0,515
2021-03-09,18.0,595
2021-03-10,15.0,695
2021-03-11,18.0,672
2021-03-12,13.0,679
2021-03-13,13.0,650
2021-03-14,13.0,613
2021-03-15,14.0,523
2021-03-16,13.0,598
2021-03-17,12.0,782
2021-03-18,14.0,789
2021-03-19,15.0,859
2021-03-20,10.0,782
2021-03-21,8.0,699
2021-03-22,21.0,666
2021-03-23,20.0,751
2021-03-24,22.0,765
2021-03-25,20.0,895
2021-03-26,22.0,892
2021-03-27,23.0,890
2021-03-28,25.0,953
2021-03-29,24.0,799
2021-03-30,0.0,0
2021-03-31,21.0,1673
2021-04-01,19.0,1282
2021-04-02,15.0,1222
2021-04-03,14.0,1014
2021-04-04,21.0,1015
2021-04-05,20.0,909
2021-04-06,13.0,783
2021-04-07,16.0,998
2021-04-08,11.0,1287
2021-04-09,12.0,1505
2021-04-10,14.0,1229
2021-04-11,9.0,1120
2021-04-12,20.0,1110
2021-04-13,10.0,1384
2021-04-14,33.0,1542
2021-04-15,6.0,1450
2021-04-16,21.0,1370
2021-04-17,24.0,1301
2021-04-18,10.0,875
2021-04-19,10.0,1123
2021-04-20,36.0,1148
2021-04-21,10.0,1288
2021-04-22,23.0,1412
2021-04-23,24.0,930
2021-04-24,21.0,1095
2021-04-25,6.0,1061
2021-04-26,13.0,1069
2021-04-27,33.0,940
2021-04-28,30.0,980
2021-04-29,23.0,1061
2021-04-30,19.0,861
2021-05-01,10.0,1000
2021-05-02,3.0,772
2021-05-03,20.0,734
2021-05-04,25.0,902
2021-05-05,24.0,782
2021-05-06,24.0,1202
2021-05-07,11.0,603
2021-05-08,19.0,851
2021-05-09,14.0,494
2021-05-10,6.0,589
2021-05-11,26.0,894
2021-05-12,22.0,607
2021-05-13,19.0,603
2021-05-14,17.0,573
2021-05-15,10.0,557
2021-05-16,3.0,405
2021-05-17,4.0,299
2021-05-18,22.0,411
2021-05-19,10.0,603
2021-05-20,10.0,443
2021-05-21,11.0,493
2021-05-22,17.0,350
2021-05-23,2.0,238
2021-05-24,8.0,378
2021-05-25,11.0,372
2021-05-26,20.0,375
2021-05-27,20.0,383
2021-05-28,9.0,418
2021-05-29,7.0,385
2021-05-30,5.0,348
2021-05-31,8.0,258
2021-06-01,12.0,326
2021-06-02,16.0,289
2021-06-03,3.0,254
2021-06-04,5.0,337
2021-06-05,8.0,234
2021-06-06,2.0,275
2021-06-07,3.0,156
2021-06-08,12.0,337
2021-06-09,2.0,320
2021-06-10,3.0,284
2021-06-11,4.0,273
2021-06-12,3.0,263
2021-06-13,5.0,183
2021-06-14,7.0,163
2021-06-15,8.0,200
2021-06-16,8.0,168
2021-06-17,0.0,228
2021-06-18,3.0,170
2021-06-19,5.0,183
2021-06-20,0.0,135
2021-06-21,2.0,85
2021-06-22,7.0,133
2021-06-23,6.0,158
2021-06-24,6.0,119
2021-06-25,6.0,67
2021-06-26,1.0,111
2021-06-27,1.0,111
2021-06-28,0.0,84
2021-06-29,2.0,99
2021-06-30,3.0,142
2021-07-01,4.0,137
2021-07-02,5.0,115
2021-07-03,0.0,134
2021-07-04,2.0,102
2021-07-05,0.0,58
2021-07-06,4.0,144
2021-07-07,2.0,109
2021-07-08,0.0,219
2021-07-09,1.0,201
2021-07-10,2.0,192
2021-07-11,2.0,183
2021-07-12,0.0,150
2021-07-13,4.0,174
2021-07-14,10.0,288
2021-07-15,0.0,353
2021-07-16,0.0,386
