Date,daily_Deaths,daily_Confirmed
2020-06-30,1.0,2
2020-07-01,0.0,0
2020-07-02,0.0,2
2020-07-03,0.0,1
2020-07-04,0.0,0
2020-07-05,0.0,1
2020-07-06,1.0,1
2020-07-07,0.0,0
2020-07-08,0.0,0
2020-07-09,0.0,0
2020-07-10,0.0,1
2020-07-11,0.0,0
2020-07-12,0.0,0
2020-07-13,0.0,1
2020-07-14,0.0,1
2020-07-15,0.0,2
2020-07-16,0.0,1
2020-07-17,0.0,0
2020-07-18,0.0,1
2020-07-19,0.0,1
2020-07-20,0.0,0
2020-07-21,0.0,0
2020-07-22,0.0,1
2020-07-23,0.0,2
2020-07-24,0.0,3
2020-07-25,0.0,3
2020-07-26,0.0,0
2020-07-27,1.0,0
2020-07-28,-1.0,6
2020-07-29,0.0,2
2020-07-30,0.0,0
2020-07-31,0.0,10
2020-08-01,0.0,6
2020-08-02,0.0,4
2020-08-03,0.0,2
2020-08-04,0.0,2
2020-08-05,0.0,9
2020-08-06,0.0,3
2020-08-07,0.0,3
2020-08-08,0.0,0
2020-08-09,0.0,6
2020-08-10,0.0,2
2020-08-11,0.0,20
2020-08-12,0.0,1
2020-08-13,0.0,17
2020-08-14,0.0,5
2020-08-15,0.0,5
2020-08-16,0.0,5
2020-08-17,0.0,7
2020-08-18,0.0,12
2020-08-19,0.0,37
2020-08-20,0.0,23
2020-08-21,0.0,42
2020-08-22,0.0,44
2020-08-23,0.0,81
2020-08-24,0.0,91
2020-08-25,0.0,34
2020-08-26,0.0,53
2020-08-27,0.0,57
2020-08-28,0.0,55
2020-08-29,0.0,70
2020-08-30,0.0,22
2020-08-31,0.0,79
2020-09-01,0.0,50
2020-09-02,1.0,73
2020-09-03,0.0,39
2020-09-04,0.0,66
2020-09-05,1.0,65
2020-09-06,0.0,19
2020-09-07,0.0,59
2020-09-08,0.0,51
2020-09-09,2.0,47
2020-09-10,1.0,63
2020-09-11,0.0,65
2020-09-12,1.0,51
2020-09-13,0.0,33
2020-09-14,0.0,54
2020-09-15,0.0,36
2020-09-16,0.0,27
2020-09-17,0.0,51
2020-09-18,1.0,66
2020-09-19,0.0,59
2020-09-20,0.0,72
2020-09-21,2.0,64
2020-09-22,0.0,53
2020-09-23,2.0,49
2020-09-24,3.0,66
2020-09-25,0.0,57
2020-09-26,0.0,63
2020-09-27,1.0,139
2020-09-28,1.0,37
2020-09-29,1.0,82
2020-09-30,3.0,51
2020-10-01,1.0,96
2020-10-02,0.0,60
2020-10-03,0.0,62
2020-10-04,1.0,111
2020-10-05,0.0,88
2020-10-06,1.0,63
2020-10-07,3.0,101
2020-10-08,1.0,127
2020-10-09,0.0,134
2020-10-10,0.0,124
2020-10-11,4.0,143
2020-10-12,1.0,129
2020-10-13,2.0,157
2020-10-14,0.0,122
2020-10-15,1.0,186
2020-10-16,2.0,133
2020-10-17,1.0,130
2020-10-18,2.0,230
2020-10-19,0.0,159
2020-10-20,3.0,221
2020-10-21,3.0,167
2020-10-22,1.0,243
2020-10-23,0.0,349
2020-10-24,3.0,329
2020-10-25,7.0,195
2020-10-26,1.0,231
2020-10-27,7.0,174
2020-10-28,6.0,362
2020-10-29,2.0,282
2020-10-30,7.0,298
2020-10-31,13.0,325
2020-11-01,7.0,399
2020-11-02,1.0,324
2020-11-03,4.0,302
2020-11-04,2.0,184
2020-11-05,6.0,413
2020-11-06,2.0,359
2020-11-07,4.0,425
2020-11-08,2.0,424
2020-11-09,13.0,327
2020-11-10,11.0,489
2020-11-11,14.0,416
2020-11-12,5.0,301
2020-11-13,15.0,623
2020-11-14,5.0,396
2020-11-15,4.0,370
2020-11-16,6.0,411
2020-11-17,12.0,502
2020-11-18,10.0,422
2020-11-19,12.0,479
2020-11-20,5.0,581
2020-11-21,12.0,511
2020-11-22,10.0,404
2020-11-23,6.0,505
2020-11-24,12.0,290
2020-11-25,6.0,351
2020-11-26,5.0,405
2020-11-27,9.0,375
2020-11-28,5.0,311
2020-11-29,4.0,416
2020-11-30,8.0,329
2020-12-01,5.0,420
2020-12-02,4.0,445
2020-12-03,9.0,538
2020-12-04,49.0,551
2020-12-05,13.0,464
2020-12-06,7.0,293
2020-12-07,8.0,366
2020-12-08,4.0,226
2020-12-09,6.0,253
2020-12-10,7.0,248
2020-12-11,7.0,198
2020-12-12,7.0,168
2020-12-13,7.0,633
2020-12-14,11.0,228
2020-12-15,12.0,231
2020-12-16,23.0,405
2020-12-17,11.0,268
2020-12-18,10.0,285
2020-12-19,9.0,380
2020-12-20,7.0,311
2020-12-21,9.0,297
2020-12-22,12.0,184
2020-12-23,8.0,269
2020-12-24,9.0,331
2020-12-25,3.0,409
2020-12-26,3.0,173
2020-12-27,6.0,96
2020-12-28,21.0,156
2020-12-29,7.0,116
2020-12-30,5.0,328
2020-12-31,4.0,368
2021-01-01,4.0,365
2021-01-02,4.0,189
2021-01-03,9.0,194
2021-01-04,4.0,177
2021-01-05,9.0,232
2021-01-06,9.0,335
2021-01-07,9.0,340
2021-01-08,15.0,243
2021-01-09,7.0,305
2021-01-10,11.0,301
2021-01-11,8.0,231
2021-01-12,14.0,411
2021-01-13,15.0,233
2021-01-14,10.0,275
2021-01-15,13.0,260
2021-01-16,10.0,368
2021-01-17,5.0,202
2021-01-18,4.0,136
2021-01-19,8.0,109
2021-01-20,5.0,216
2021-01-21,7.0,238
2021-01-22,9.0,212
2021-01-23,10.0,191
2021-01-24,3.0,175
2021-01-25,3.0,207
2021-01-26,3.0,138
2021-01-27,7.0,251
2021-01-28,7.0,237
2021-01-29,7.0,257
2021-01-30,5.0,229
2021-01-31,1.0,167
2021-02-01,4.0,123
2021-02-02,8.0,71
2021-02-03,7.0,143
2021-02-04,4.0,205
2021-02-05,5.0,169
2021-02-06,6.0,125
2021-02-07,3.0,154
2021-02-08,4.0,56
2021-02-09,8.0,81
2021-02-10,5.0,161
2021-02-11,10.0,125
2021-02-12,8.0,87
2021-02-13,5.0,87
2021-02-14,7.0,83
2021-02-15,6.0,56
2021-02-16,7.0,66
2021-02-17,9.0,109
2021-02-18,8.0,100
2021-02-19,6.0,44
2021-02-20,7.0,73
2021-02-21,4.0,33
2021-02-22,5.0,77
2021-02-23,7.0,47
2021-02-24,7.0,65
2021-02-25,10.0,80
2021-02-26,5.0,70
2021-02-27,6.0,87
2021-02-28,5.0,77
2021-03-01,8.0,45
2021-03-02,4.0,70
2021-03-03,3.0,101
2021-03-04,4.0,81
2021-03-05,2.0,89
2021-03-06,4.0,73
2021-03-07,0.0,95
2021-03-08,1.0,68
2021-03-09,3.0,146
2021-03-10,2.0,65
2021-03-11,0.0,128
2021-03-12,3.0,106
2021-03-13,3.0,103
2021-03-14,0.0,118
2021-03-15,2.0,74
2021-03-16,1.0,79
2021-03-17,2.0,92
2021-03-18,1.0,121
2021-03-19,2.0,134
2021-03-20,2.0,102
2021-03-21,4.0,176
2021-03-22,5.0,161
2021-03-23,2.0,159
2021-03-24,2.0,153
2021-03-25,1.0,211
2021-03-26,2.0,178
2021-03-27,2.0,287
2021-03-28,3.0,284
2021-03-29,3.0,164
2021-03-30,4.0,205
2021-03-31,1.0,444
2021-04-01,4.0,351
2021-04-02,2.0,473
2021-04-03,1.0,328
2021-04-04,1.0,323
2021-04-05,2.0,261
2021-04-06,1.0,128
2021-04-07,5.0,263
2021-04-08,5.0,305
2021-04-09,4.0,380
2021-04-10,2.0,425
2021-04-11,4.0,369
2021-04-12,12.0,307
2021-04-13,8.0,327
2021-04-14,8.0,502
2021-04-15,9.0,279
2021-04-16,5.0,348
2021-04-17,6.0,320
2021-04-18,2.0,351
2021-04-19,3.0,199
2021-04-20,3.0,271
2021-04-21,9.0,303
2021-04-22,7.0,328
2021-04-23,6.0,267
2021-04-24,4.0,254
2021-04-25,5.0,290
2021-04-26,11.0,135
2021-04-27,9.0,199
2021-04-28,2.0,264
2021-04-29,7.0,207
2021-04-30,3.0,247
2021-05-01,3.0,184
2021-05-02,2.0,124
2021-05-03,4.0,61
2021-05-04,5.0,104
2021-05-05,5.0,166
2021-05-06,2.0,128
2021-05-07,4.0,164
2021-05-08,5.0,159
2021-05-09,2.0,54
2021-05-10,2.0,31
2021-05-11,4.0,83
2021-05-12,5.0,96
2021-05-13,1.0,72
2021-05-14,2.0,99
2021-05-15,3.0,67
2021-05-16,0.0,33
2021-05-17,4.0,23
2021-05-18,1.0,61
2021-05-19,4.0,69
2021-05-20,0.0,47
2021-05-21,3.0,42
2021-05-22,1.0,35
2021-05-23,0.0,20
2021-05-24,2.0,20
2021-05-25,1.0,28
2021-05-26,4.0,34
2021-05-27,3.0,28
2021-05-28,3.0,52
2021-05-29,1.0,22
2021-05-30,1.0,30
2021-05-31,3.0,16
2021-06-01,1.0,36
2021-06-02,0.0,40
2021-06-03,3.0,33
2021-06-04,3.0,48
2021-06-05,1.0,30
2021-06-06,1.0,31
2021-06-07,3.0,9
2021-06-08,3.0,14
2021-06-09,2.0,37
2021-06-10,0.0,19
2021-06-11,2.0,21
2021-06-12,0.0,20
2021-06-13,1.0,11
2021-06-14,0.0,31
2021-06-15,0.0,22
2021-06-16,1.0,24
2021-06-17,0.0,3
2021-06-18,0.0,8
2021-06-19,0.0,13
2021-06-20,0.0,9
2021-06-21,0.0,4
2021-06-22,3.0,6
2021-06-23,1.0,18
2021-06-24,0.0,16
2021-06-25,0.0,11
2021-06-26,1.0,19
2021-06-27,0.0,15
2021-06-28,0.0,1
2021-06-29,1.0,11
2021-06-30,0.0,17
2021-07-01,0.0,10
2021-07-02,0.0,25
2021-07-03,1.0,8
2021-07-04,0.0,21
2021-07-05,0.0,9
2021-07-06,0.0,21
2021-07-07,0.0,25
2021-07-08,0.0,28
2021-07-09,0.0,51
2021-07-10,0.0,43
2021-07-11,0.0,52
2021-07-12,0.0,51
2021-07-13,0.0,86
2021-07-14,1.0,135
2021-07-15,1.0,112
2021-07-16,0.0,140
